"","group","subject","item","region","measure","sort","condition","skips","rawdata","nozero","ambiguity","continuation"
"9601",-0.5,"Native 1",38,"wrap_up","fp","wrap_up fp",6,0,137,137,-0.5,-0.5
"9603",-0.5,"Native 1",39,"wrap_up","fp","wrap_up fp",7,0,343,343,0.5,0.5
"9605",-0.5,"Native 1",26,"wrap_up","fp","wrap_up fp",6,0,503,503,-0.5,-0.5
"9607",-0.5,"Native 1",34,"wrap_up","fp","wrap_up fp",6,0,377,377,-0.5,-0.5
"9609",-0.5,"Native 1",46,"wrap_up","fp","wrap_up fp",6,0,284,284,-0.5,-0.5
"9611",-0.5,"Native 1",29,"wrap_up","fp","wrap_up fp",5,0,424,424,0.5,-0.5
"9613",-0.5,"Native 1",36,"wrap_up","fp","wrap_up fp",8,0,339,339,-0.5,0.5
"9615",-0.5,"Native 1",30,"wrap_up","fp","wrap_up fp",6,0,542,542,-0.5,-0.5
"9617",-0.5,"Native 1",40,"wrap_up","fp","wrap_up fp",8,0,186,186,-0.5,0.5
"9619",-0.5,"Native 1",33,"wrap_up","fp","wrap_up fp",5,0,196,196,0.5,-0.5
"9621",-0.5,"Native 1",43,"wrap_up","fp","wrap_up fp",7,0,287,287,0.5,0.5
"9623",-0.5,"Native 1",28,"wrap_up","fp","wrap_up fp",8,0,185,185,-0.5,0.5
"9625",-0.5,"Native 1",31,"wrap_up","fp","wrap_up fp",7,0,311,311,0.5,0.5
"9627",-0.5,"Native 1",45,"wrap_up","fp","wrap_up fp",5,0,253,253,0.5,-0.5
"9629",-0.5,"Native 1",25,"wrap_up","fp","wrap_up fp",5,0,191,191,0.5,-0.5
"9631",-0.5,"Native 1",41,"wrap_up","fp","wrap_up fp",5,0,1171,1171,0.5,-0.5
"9633",-0.5,"Native 1",42,"wrap_up","fp","wrap_up fp",6,0,219,219,-0.5,-0.5
"9635",-0.5,"Native 1",37,"wrap_up","fp","wrap_up fp",5,0,949,949,0.5,-0.5
"9637",-0.5,"Native 1",32,"wrap_up","fp","wrap_up fp",8,0,323,323,-0.5,0.5
"9639",-0.5,"Native 1",48,"wrap_up","fp","wrap_up fp",8,0,406,406,-0.5,0.5
"9641",-0.5,"Native 1",47,"wrap_up","fp","wrap_up fp",7,0,178,178,0.5,0.5
"9643",-0.5,"Native 1",44,"wrap_up","fp","wrap_up fp",8,0,423,423,-0.5,0.5
"9645",-0.5,"Native 1",27,"wrap_up","fp","wrap_up fp",7,0,211,211,0.5,0.5
"9647",-0.5,"Native 1",35,"wrap_up","fp","wrap_up fp",7,1,0,NA,0.5,0.5
"9649",-0.5,"Native 2",46,"wrap_up","fp","wrap_up fp",7,1,0,NA,0.5,0.5
"9651",-0.5,"Native 2",25,"wrap_up","fp","wrap_up fp",6,0,154,154,-0.5,-0.5
"9653",-0.5,"Native 2",39,"wrap_up","fp","wrap_up fp",8,0,163,163,-0.5,0.5
"9655",-0.5,"Native 2",38,"wrap_up","fp","wrap_up fp",7,1,0,NA,0.5,0.5
"9657",-0.5,"Native 2",30,"wrap_up","fp","wrap_up fp",7,0,183,183,0.5,0.5
"9659",-0.5,"Native 2",27,"wrap_up","fp","wrap_up fp",8,0,197,197,-0.5,0.5
"9661",-0.5,"Native 2",29,"wrap_up","fp","wrap_up fp",6,0,209,209,-0.5,-0.5
"9663",-0.5,"Native 2",33,"wrap_up","fp","wrap_up fp",6,1,0,NA,-0.5,-0.5
"9665",-0.5,"Native 2",32,"wrap_up","fp","wrap_up fp",5,0,128,128,0.5,-0.5
"9667",-0.5,"Native 2",43,"wrap_up","fp","wrap_up fp",8,0,142,142,-0.5,0.5
"9669",-0.5,"Native 2",45,"wrap_up","fp","wrap_up fp",6,1,0,NA,-0.5,-0.5
"9671",-0.5,"Native 2",48,"wrap_up","fp","wrap_up fp",5,0,195,195,0.5,-0.5
"9673",-0.5,"Native 2",47,"wrap_up","fp","wrap_up fp",8,0,275,275,-0.5,0.5
"9675",-0.5,"Native 2",31,"wrap_up","fp","wrap_up fp",8,1,0,NA,-0.5,0.5
"9677",-0.5,"Native 2",26,"wrap_up","fp","wrap_up fp",7,0,112,112,0.5,0.5
"9679",-0.5,"Native 2",42,"wrap_up","fp","wrap_up fp",7,0,97,97,0.5,0.5
"9681",-0.5,"Native 2",36,"wrap_up","fp","wrap_up fp",5,0,352,352,0.5,-0.5
"9683",-0.5,"Native 2",35,"wrap_up","fp","wrap_up fp",8,1,0,NA,-0.5,0.5
"9685",-0.5,"Native 2",44,"wrap_up","fp","wrap_up fp",5,0,153,153,0.5,-0.5
"9687",-0.5,"Native 2",41,"wrap_up","fp","wrap_up fp",6,0,260,260,-0.5,-0.5
"9689",-0.5,"Native 2",37,"wrap_up","fp","wrap_up fp",6,0,793,793,-0.5,-0.5
"9691",-0.5,"Native 2",40,"wrap_up","fp","wrap_up fp",5,0,207,207,0.5,-0.5
"9693",-0.5,"Native 2",28,"wrap_up","fp","wrap_up fp",5,0,194,194,0.5,-0.5
"9695",-0.5,"Native 2",34,"wrap_up","fp","wrap_up fp",7,1,0,NA,0.5,0.5
"9698",-0.5,"Native 3",34,"wrap_up","fp","wrap_up fp",8,0,620,620,-0.5,0.5
"9700",-0.5,"Native 3",30,"wrap_up","fp","wrap_up fp",8,0,544,544,-0.5,0.5
"9702",-0.5,"Native 3",38,"wrap_up","fp","wrap_up fp",8,0,360,360,-0.5,0.5
"9704",-0.5,"Native 3",43,"wrap_up","fp","wrap_up fp",5,0,337,337,0.5,-0.5
"9706",-0.5,"Native 3",47,"wrap_up","fp","wrap_up fp",5,0,406,406,0.5,-0.5
"9708",-0.5,"Native 3",25,"wrap_up","fp","wrap_up fp",7,0,529,529,0.5,0.5
"9710",-0.5,"Native 3",37,"wrap_up","fp","wrap_up fp",7,0,537,537,0.5,0.5
"9712",-0.5,"Native 3",40,"wrap_up","fp","wrap_up fp",6,0,539,539,-0.5,-0.5
"9714",-0.5,"Native 3",42,"wrap_up","fp","wrap_up fp",8,0,305,305,-0.5,0.5
"9716",-0.5,"Native 3",33,"wrap_up","fp","wrap_up fp",7,0,779,779,0.5,0.5
"9718",-0.5,"Native 3",39,"wrap_up","fp","wrap_up fp",5,0,405,405,0.5,-0.5
"9720",-0.5,"Native 3",41,"wrap_up","fp","wrap_up fp",7,0,317,317,0.5,0.5
"9722",-0.5,"Native 3",27,"wrap_up","fp","wrap_up fp",5,0,259,259,0.5,-0.5
"9724",-0.5,"Native 3",29,"wrap_up","fp","wrap_up fp",7,0,243,243,0.5,0.5
"9726",-0.5,"Native 3",46,"wrap_up","fp","wrap_up fp",8,0,258,258,-0.5,0.5
"9728",-0.5,"Native 3",28,"wrap_up","fp","wrap_up fp",6,0,192,192,-0.5,-0.5
"9730",-0.5,"Native 3",35,"wrap_up","fp","wrap_up fp",5,0,220,220,0.5,-0.5
